style,brand,color,price,occasion,match_success
ESP,Converse,WHT,660,casual,0
CAS,Vans,NEU,403,casual,1
ESP,Adidas,BLK,389,casual,0
ESP,Nike,NEU,257,casual,1
SOC,Vans,WHT,958,formal,0
ESP,Nike,COL,710,casual,1
CAS,Converse,WHT,925,formal,1
VIN,New Balance,WHT,837,formal,0
VIN,Nike,COL,250,sport,1
FAS,New Balance,BLK,230,casual,0
ESP,Nike,BLK,335,formal,1
CAS,Vans,BLK,723,formal,0
SOC,Adidas,WHT,398,sport,0
VIN,Nike,NEU,805,formal,0
SOC,New Balance,NEU,847,sport,0
CAS,Vans,COL,752,sport,0
VIN,Nike,NEU,897,sport,1
FAS,Converse,WHT,896,casual,0
SOC,New Balance,NEU,788,casual,0
CAS,Converse,WHT,691,sport,1
VIN,Nike,COL,507,formal,1
CAS,Vans,NEU,323,formal,0
SOC,New Balance,NEU,113,sport,0
SOC,Nike,COL,398,sport,0
FAS,Adidas,WHT,879,formal,0
CAS,Adidas,NEU,405,casual,1
SOC,Vans,COL,149,casual,1
SOC,Nike,WHT,184,formal,1
CAS,New Balance,NEU,153,sport,0
ESP,Adidas,BLK,681,sport,1
CAS,Nike,COL,158,sport,1
ESP,Nike,COL,992,sport,0
ESP,Nike,WHT,989,sport,0
CAS,Adidas,COL,919,sport,1
CAS,Vans,NEU,326,sport,0
FAS,Vans,NEU,958,sport,1
ESP,Nike,BLK,120,sport,1
CAS,Nike,WHT,353,casual,1
FAS,Nike,WHT,176,sport,0
FAS,Nike,WHT,363,formal,1
CAS,Nike,BLK,433,sport,0
ESP,Nike,NEU,813,formal,0
VIN,Vans,BLK,185,sport,0
CAS,Converse,COL,370,casual,1
ESP,Vans,BLK,611,casual,1
ESP,New Balance,BLK,197,formal,1
FAS,Adidas,BLK,350,sport,1
CAS,Converse,WHT,596,sport,0
VIN,New Balance,COL,922,formal,0
CAS,Vans,COL,329,sport,0
ESP,Nike,NEU,864,formal,0
CAS,Converse,BLK,733,formal,1
VIN,Vans,COL,381,casual,1
CAS,Converse,COL,942,casual,0
SOC,New Balance,BLK,619,formal,0
SOC,New Balance,COL,634,sport,1
CAS,Vans,NEU,185,sport,1
FAS,New Balance,BLK,112,sport,1
CAS,New Balance,COL,541,casual,1
CAS,New Balance,BLK,397,casual,0
VIN,New Balance,BLK,652,casual,0
FAS,Nike,BLK,603,sport,0
ESP,Adidas,COL,825,sport,0
ESP,New Balance,WHT,354,formal,1
ESP,Vans,NEU,333,sport,1
VIN,Converse,COL,676,formal,1
CAS,Adidas,BLK,247,sport,1
CAS,Converse,WHT,917,casual,0
VIN,Converse,BLK,845,sport,1
SOC,Adidas,COL,874,casual,0
VIN,New Balance,BLK,784,formal,1
FAS,Adidas,WHT,711,sport,1
FAS,Adidas,COL,461,sport,1
ESP,Adidas,COL,788,sport,1
ESP,Converse,NEU,415,sport,1
SOC,Vans,NEU,477,sport,1
SOC,Vans,NEU,435,formal,0
CAS,Converse,NEU,338,casual,0
VIN,Nike,WHT,867,formal,1
VIN,Adidas,NEU,656,sport,0
ESP,New Balance,BLK,492,sport,1
ESP,Nike,COL,732,sport,1
ESP,Nike,BLK,646,casual,1
ESP,Vans,WHT,993,casual,1
CAS,Vans,COL,173,sport,1
CAS,Vans,WHT,910,sport,1
VIN,Adidas,BLK,948,sport,0
ESP,New Balance,NEU,717,casual,1
ESP,Adidas,COL,536,sport,0
SOC,Vans,BLK,171,formal,1
ESP,Adidas,COL,256,sport,0
SOC,Nike,BLK,396,casual,0
CAS,Nike,NEU,455,formal,1
VIN,Nike,NEU,749,casual,1
CAS,Nike,BLK,714,casual,1
CAS,Nike,WHT,739,formal,1
SOC,New Balance,NEU,805,formal,0
FAS,Converse,NEU,522,casual,1
VIN,Nike,WHT,570,sport,1
CAS,Adidas,COL,821,casual,1
VIN,New Balance,BLK,151,casual,0
FAS,Vans,WHT,797,sport,0
SOC,New Balance,COL,690,formal,0
CAS,Nike,NEU,178,casual,0
ESP,Nike,WHT,974,formal,1
VIN,New Balance,NEU,617,sport,1
SOC,Vans,NEU,380,sport,0
ESP,Nike,WHT,929,casual,0
FAS,Nike,NEU,155,formal,1
FAS,Adidas,WHT,790,casual,0
ESP,Vans,BLK,364,formal,1
FAS,Nike,NEU,779,sport,1
VIN,Converse,COL,674,sport,1
CAS,Adidas,COL,922,casual,1
SOC,Converse,COL,733,sport,0
SOC,Converse,COL,504,formal,0
VIN,Adidas,COL,631,sport,0
SOC,New Balance,BLK,329,sport,0
SOC,Nike,NEU,610,formal,0
SOC,Vans,WHT,667,sport,1
FAS,New Balance,WHT,264,formal,0
FAS,Vans,NEU,611,formal,1
ESP,Converse,WHT,162,casual,0
VIN,Converse,COL,931,casual,0
FAS,New Balance,NEU,542,sport,1
ESP,Converse,COL,366,formal,1
ESP,New Balance,BLK,481,formal,1
VIN,New Balance,NEU,666,formal,0
CAS,Nike,NEU,749,formal,0
ESP,Converse,NEU,407,casual,1
CAS,Nike,COL,194,formal,0
ESP,Converse,COL,562,formal,0
ESP,New Balance,WHT,403,casual,1
VIN,Converse,COL,795,sport,1
FAS,Converse,NEU,139,sport,1
VIN,Vans,BLK,773,sport,1
ESP,Adidas,COL,575,formal,1
FAS,Nike,BLK,252,sport,1
SOC,Adidas,WHT,453,sport,0
ESP,Vans,COL,793,casual,1
FAS,New Balance,NEU,457,casual,1
ESP,Converse,COL,143,casual,0
FAS,Adidas,BLK,631,casual,1
VIN,Nike,BLK,674,sport,0
VIN,Adidas,NEU,372,formal,1
CAS,Nike,COL,122,casual,0
SOC,New Balance,WHT,864,sport,0
CAS,Nike,WHT,589,sport,1
VIN,Nike,COL,310,sport,1
SOC,Adidas,BLK,533,sport,1
CAS,Adidas,NEU,143,casual,0
FAS,Nike,NEU,113,casual,0
ESP,New Balance,COL,949,formal,1
FAS,Nike,BLK,792,casual,1
SOC,Converse,COL,505,casual,0
ESP,Nike,BLK,869,formal,1
FAS,Adidas,COL,642,casual,1
CAS,Vans,COL,508,casual,1
CAS,Converse,NEU,104,sport,1
CAS,Nike,BLK,184,sport,1
VIN,Vans,WHT,843,casual,1
VIN,Nike,BLK,445,formal,0
ESP,Nike,COL,565,sport,1
VIN,Adidas,COL,822,formal,1
SOC,Adidas,COL,851,formal,1
CAS,Vans,WHT,960,formal,1
SOC,Adidas,COL,659,formal,0
ESP,Vans,NEU,757,formal,1
ESP,Vans,NEU,728,sport,0
FAS,Nike,COL,472,formal,1
VIN,Nike,BLK,502,formal,0
ESP,Adidas,NEU,213,sport,1
ESP,Vans,BLK,325,casual,1
FAS,New Balance,WHT,860,formal,1
CAS,New Balance,COL,184,formal,1
SOC,New Balance,WHT,229,casual,1
CAS,Adidas,NEU,525,sport,1
SOC,Adidas,BLK,271,formal,1
CAS,Adidas,COL,716,sport,1
ESP,Converse,WHT,830,formal,1
ESP,New Balance,COL,883,sport,1
VIN,Nike,WHT,986,sport,0
SOC,Vans,NEU,338,formal,0
VIN,Nike,NEU,560,formal,0
FAS,Converse,NEU,250,sport,0
VIN,Adidas,COL,353,sport,1
FAS,Vans,BLK,645,formal,1
SOC,New Balance,WHT,300,sport,0
ESP,Vans,BLK,918,formal,1
ESP,Converse,WHT,921,formal,1
SOC,Vans,COL,584,sport,0
VIN,Converse,NEU,889,sport,0
ESP,Nike,NEU,625,formal,1
FAS,New Balance,COL,321,sport,1
VIN,Converse,WHT,785,casual,0
SOC,Converse,NEU,558,sport,1
SOC,Adidas,WHT,539,sport,1
SOC,Converse,COL,523,casual,0
VIN,Nike,NEU,123,formal,0
CAS,New Balance,COL,916,casual,1
FAS,New Balance,WHT,936,casual,1
SOC,Vans,NEU,746,formal,0
CAS,Vans,NEU,389,sport,1
FAS,New Balance,NEU,989,casual,1
CAS,New Balance,COL,717,formal,0
VIN,Nike,BLK,205,formal,0
SOC,Vans,NEU,321,casual,1
CAS,Nike,WHT,788,casual,1
CAS,Nike,COL,523,sport,1
ESP,New Balance,COL,217,sport,1
SOC,Adidas,WHT,280,casual,1
FAS,Nike,NEU,541,casual,1
FAS,Converse,COL,576,formal,1
SOC,New Balance,COL,168,formal,1
FAS,New Balance,NEU,772,casual,1
SOC,Nike,WHT,687,sport,0
SOC,Vans,COL,719,formal,0
SOC,Adidas,COL,735,sport,0
ESP,Nike,WHT,462,sport,0
VIN,New Balance,NEU,878,casual,0
FAS,Converse,NEU,733,formal,1
ESP,New Balance,BLK,684,sport,1
VIN,Nike,NEU,875,sport,1
FAS,Vans,NEU,491,sport,1
CAS,Converse,WHT,490,sport,1
ESP,New Balance,WHT,620,sport,1
CAS,Nike,WHT,686,casual,1
ESP,Converse,WHT,999,formal,1
VIN,New Balance,NEU,487,sport,0
VIN,Nike,COL,544,casual,0
VIN,Converse,NEU,369,casual,1
FAS,Nike,BLK,775,formal,0
SOC,Nike,WHT,118,formal,1
FAS,Vans,NEU,254,sport,0
CAS,Vans,WHT,839,casual,1
FAS,Vans,WHT,334,sport,1
FAS,Converse,WHT,419,sport,1
SOC,Adidas,NEU,910,sport,0
FAS,Vans,BLK,857,formal,0
ESP,Vans,COL,405,sport,1
SOC,Vans,WHT,463,casual,1
VIN,Converse,NEU,476,sport,0
VIN,Converse,BLK,727,formal,0
ESP,Converse,NEU,971,casual,0
VIN,Nike,COL,290,casual,1
FAS,Vans,COL,920,formal,1
ESP,Converse,NEU,357,casual,1
SOC,Converse,BLK,888,casual,1
CAS,Nike,COL,639,casual,0
VIN,New Balance,NEU,451,formal,0
VIN,Vans,WHT,829,casual,0
SOC,Converse,COL,884,casual,1
VIN,Vans,BLK,824,sport,0
SOC,Converse,COL,337,formal,1
VIN,Vans,NEU,892,formal,0
VIN,Nike,BLK,206,casual,0
CAS,Vans,NEU,756,sport,0
ESP,Nike,COL,130,sport,1
SOC,Converse,COL,515,formal,0
VIN,Vans,COL,461,casual,1
ESP,New Balance,COL,397,formal,0
VIN,Adidas,COL,406,casual,0
SOC,Nike,BLK,182,sport,0
FAS,Adidas,COL,618,sport,1
VIN,New Balance,NEU,898,casual,1
VIN,Vans,BLK,432,sport,0
CAS,Converse,WHT,166,casual,0
FAS,Vans,WHT,662,casual,1
CAS,Adidas,NEU,639,casual,1
FAS,Converse,BLK,485,formal,0
CAS,Vans,NEU,547,formal,0
CAS,Vans,COL,662,casual,1
SOC,Adidas,BLK,383,formal,0
CAS,Adidas,BLK,903,casual,1
VIN,New Balance,WHT,727,casual,1
CAS,Nike,NEU,368,formal,1
VIN,Adidas,NEU,538,sport,0
FAS,Converse,COL,119,sport,1
SOC,New Balance,COL,759,casual,0
VIN,Converse,NEU,438,sport,0
SOC,Adidas,WHT,751,sport,0
VIN,Adidas,NEU,614,casual,1
VIN,Converse,NEU,993,casual,0
CAS,New Balance,BLK,821,formal,1
CAS,New Balance,BLK,155,formal,0
ESP,Nike,NEU,205,casual,1
FAS,Nike,BLK,356,formal,0
FAS,Adidas,NEU,585,sport,0
CAS,Nike,COL,846,formal,1
SOC,New Balance,BLK,578,formal,0
VIN,Nike,WHT,277,sport,0
SOC,Nike,COL,254,casual,0
ESP,Adidas,NEU,916,formal,1
VIN,Vans,COL,528,formal,0
ESP,Converse,WHT,761,casual,1
CAS,New Balance,COL,287,sport,0
SOC,Nike,COL,754,sport,0
CAS,Vans,COL,286,sport,0
ESP,Converse,NEU,240,sport,0
SOC,Adidas,WHT,192,casual,0
SOC,Vans,NEU,962,formal,1
VIN,New Balance,BLK,498,sport,1
CAS,Nike,WHT,856,casual,1
CAS,Nike,NEU,355,sport,1
ESP,New Balance,COL,711,formal,1
ESP,New Balance,COL,299,sport,0
FAS,Vans,BLK,174,casual,1
VIN,New Balance,WHT,827,sport,0
CAS,Converse,WHT,377,casual,0
FAS,New Balance,WHT,781,casual,1
CAS,New Balance,COL,557,sport,1
ESP,New Balance,COL,645,sport,1
ESP,Converse,WHT,816,casual,0
CAS,Converse,NEU,146,sport,0
ESP,Converse,BLK,977,sport,1
CAS,Nike,BLK,659,casual,1
SOC,Adidas,WHT,354,sport,0
CAS,Adidas,NEU,401,casual,0
VIN,Converse,COL,957,sport,0
ESP,New Balance,WHT,799,casual,1
FAS,Vans,COL,410,formal,1
ESP,Vans,WHT,603,sport,1
FAS,Nike,BLK,419,formal,1
FAS,Converse,COL,434,casual,1
CAS,New Balance,COL,748,sport,1
SOC,Converse,BLK,971,casual,0
SOC,Adidas,COL,513,casual,0
VIN,Vans,COL,594,formal,0
ESP,Nike,COL,262,sport,0
VIN,Adidas,COL,618,sport,0
FAS,New Balance,COL,762,casual,0
CAS,Converse,WHT,929,casual,1
CAS,Vans,COL,468,casual,0
CAS,Nike,NEU,656,formal,0
ESP,Vans,COL,820,casual,1
VIN,Adidas,COL,804,sport,0
ESP,New Balance,BLK,581,formal,1
SOC,Nike,NEU,778,casual,0
CAS,New Balance,NEU,674,formal,0
SOC,Nike,BLK,143,sport,1
FAS,Converse,COL,817,casual,1
ESP,Nike,WHT,984,formal,0
CAS,Adidas,COL,180,formal,1
VIN,Nike,NEU,695,casual,0
VIN,Adidas,NEU,974,sport,0
FAS,Adidas,COL,574,sport,0
FAS,Adidas,BLK,137,casual,0
ESP,Adidas,NEU,463,sport,0
VIN,Vans,WHT,231,sport,1
ESP,Adidas,NEU,243,formal,0
ESP,Converse,WHT,204,casual,1
SOC,Vans,NEU,863,sport,0
CAS,New Balance,BLK,174,sport,0
CAS,New Balance,COL,974,formal,1
VIN,New Balance,BLK,249,sport,0
ESP,New Balance,COL,242,sport,0
VIN,New Balance,BLK,685,casual,1
CAS,Vans,BLK,106,sport,1
ESP,New Balance,COL,361,sport,1
SOC,Nike,COL,712,casual,1
ESP,Vans,BLK,376,sport,0
FAS,New Balance,NEU,989,casual,1
CAS,Adidas,BLK,251,formal,0
CAS,Adidas,WHT,133,casual,1
VIN,New Balance,WHT,832,formal,0
SOC,New Balance,WHT,229,sport,1
FAS,Vans,BLK,813,casual,0
SOC,Adidas,COL,573,formal,1
SOC,Nike,BLK,588,casual,1
ESP,New Balance,WHT,726,casual,1
CAS,Nike,COL,625,sport,0
FAS,Nike,COL,147,sport,0
FAS,Vans,BLK,483,sport,0
VIN,Adidas,WHT,235,formal,1
SOC,New Balance,BLK,139,formal,1
CAS,Adidas,WHT,529,formal,1
VIN,Converse,BLK,814,sport,1
CAS,Adidas,NEU,502,sport,1
CAS,Adidas,BLK,891,sport,1
SOC,Nike,COL,558,formal,0
ESP,New Balance,BLK,105,casual,1
VIN,Nike,COL,747,formal,1
SOC,Vans,WHT,789,formal,1
SOC,New Balance,NEU,902,formal,0
SOC,Nike,WHT,302,sport,1
VIN,Converse,NEU,508,formal,0
VIN,Vans,BLK,796,casual,0
SOC,Vans,COL,156,casual,0
VIN,Adidas,COL,398,formal,0
FAS,New Balance,BLK,336,sport,0
ESP,Nike,COL,326,formal,0
CAS,Converse,NEU,255,casual,0
ESP,Vans,BLK,447,sport,1
SOC,Vans,BLK,747,casual,1
FAS,New Balance,WHT,862,sport,1
SOC,Adidas,NEU,629,sport,0
VIN,Adidas,WHT,704,casual,1
ESP,Nike,WHT,846,formal,1
CAS,Nike,WHT,279,sport,1
ESP,Vans,WHT,381,formal,0
FAS,Nike,COL,666,formal,1
SOC,Adidas,COL,275,formal,1
SOC,Adidas,COL,634,formal,0
VIN,Vans,BLK,434,sport,1
ESP,Nike,COL,487,sport,1
VIN,Converse,NEU,317,casual,1
ESP,Adidas,WHT,422,sport,1
VIN,Adidas,BLK,344,sport,0
VIN,Converse,NEU,625,casual,1
VIN,Adidas,BLK,973,sport,0
ESP,Vans,WHT,118,formal,1
CAS,New Balance,WHT,520,sport,0
ESP,Nike,COL,348,formal,1
VIN,Adidas,NEU,302,formal,1
FAS,Adidas,BLK,810,casual,0
FAS,Vans,COL,485,casual,0
SOC,Nike,WHT,770,sport,0
FAS,Nike,BLK,164,casual,0
FAS,Converse,NEU,167,sport,1
SOC,Converse,WHT,139,formal,0
SOC,Converse,WHT,404,sport,1
ESP,Nike,WHT,354,casual,0
VIN,Nike,NEU,705,formal,1
CAS,Adidas,WHT,155,casual,1
VIN,Nike,WHT,117,formal,1
ESP,Vans,NEU,318,formal,0
ESP,New Balance,WHT,415,sport,1
CAS,Adidas,WHT,354,sport,1
SOC,Nike,BLK,804,sport,0
ESP,New Balance,BLK,500,sport,1
FAS,Nike,NEU,353,casual,1
SOC,Converse,COL,768,sport,1
VIN,Nike,NEU,865,sport,1
FAS,New Balance,WHT,604,casual,1
SOC,Vans,WHT,691,formal,0
ESP,Converse,WHT,991,formal,0
FAS,Nike,WHT,869,casual,1
SOC,Nike,BLK,586,sport,1
VIN,Adidas,BLK,396,formal,1
ESP,Adidas,BLK,953,casual,0
ESP,Nike,WHT,266,formal,1
ESP,New Balance,WHT,617,casual,0
FAS,New Balance,BLK,820,sport,1
SOC,Nike,BLK,937,sport,0
SOC,Nike,BLK,209,casual,1
FAS,Vans,NEU,302,formal,1
FAS,Nike,COL,771,casual,0
ESP,Nike,COL,393,casual,0
CAS,Converse,BLK,461,casual,1
VIN,Vans,NEU,495,formal,0
VIN,Nike,COL,158,sport,1
FAS,Adidas,BLK,863,casual,1
ESP,Converse,COL,913,formal,0
ESP,Vans,BLK,892,casual,1
SOC,Adidas,BLK,961,sport,1
ESP,Nike,WHT,424,sport,0
SOC,New Balance,BLK,704,sport,0
VIN,Adidas,NEU,964,formal,1
CAS,Converse,BLK,596,sport,0
VIN,Nike,WHT,102,formal,0
ESP,Nike,NEU,265,formal,0
CAS,New Balance,BLK,810,formal,0
FAS,New Balance,WHT,156,formal,1
VIN,Adidas,COL,709,sport,0
FAS,New Balance,NEU,192,casual,1
VIN,Adidas,BLK,669,formal,1
ESP,Nike,NEU,853,sport,1
CAS,Nike,COL,511,sport,0
CAS,Adidas,NEU,452,casual,1
ESP,New Balance,BLK,268,casual,0
VIN,Vans,WHT,499,sport,0
VIN,Nike,NEU,500,casual,0
SOC,Adidas,WHT,540,formal,1
FAS,New Balance,WHT,773,sport,1
CAS,Vans,WHT,407,sport,0
CAS,Converse,WHT,424,sport,1
SOC,Nike,BLK,415,sport,1
VIN,New Balance,WHT,104,formal,0
SOC,Adidas,WHT,575,casual,0
FAS,Nike,WHT,270,formal,0
SOC,Converse,COL,575,sport,1
SOC,Nike,COL,797,formal,1
SOC,Converse,BLK,922,sport,0
FAS,Adidas,NEU,663,casual,0
CAS,New Balance,BLK,982,sport,0
CAS,Vans,WHT,131,formal,0
VIN,Adidas,WHT,610,casual,1
CAS,Adidas,WHT,174,formal,1
ESP,Adidas,NEU,256,sport,1
ESP,Nike,NEU,294,sport,0
SOC,Adidas,BLK,891,casual,0
SOC,Adidas,BLK,929,sport,0
ESP,Vans,NEU,563,casual,1
SOC,Converse,NEU,834,sport,1
SOC,Vans,BLK,970,sport,1
VIN,Adidas,BLK,233,sport,1
VIN,New Balance,BLK,952,sport,0
SOC,New Balance,BLK,360,sport,1
CAS,Converse,COL,778,sport,1
FAS,Vans,NEU,902,formal,0
SOC,Vans,WHT,636,casual,1
SOC,Nike,COL,972,formal,1
FAS,Adidas,NEU,571,sport,1
SOC,Nike,BLK,846,casual,1
FAS,New Balance,BLK,898,sport,0
ESP,Converse,WHT,886,casual,1
SOC,Adidas,COL,598,casual,1
SOC,Converse,COL,435,formal,0
CAS,Vans,WHT,894,formal,1
SOC,Adidas,NEU,680,formal,0
SOC,Adidas,NEU,830,sport,1
VIN,Vans,COL,543,sport,1
FAS,Nike,BLK,820,sport,1
FAS,Vans,WHT,420,sport,0
FAS,Vans,NEU,873,sport,1
ESP,New Balance,BLK,440,sport,1
VIN,Vans,WHT,329,sport,0
ESP,Nike,COL,929,formal,1
CAS,New Balance,BLK,320,formal,0
SOC,Adidas,WHT,496,formal,0
ESP,Adidas,NEU,804,formal,1
CAS,Vans,BLK,698,casual,1
CAS,New Balance,BLK,763,sport,0
VIN,Adidas,BLK,381,sport,1
SOC,New Balance,NEU,897,formal,0
CAS,Vans,NEU,102,formal,1
VIN,Converse,NEU,796,casual,1
VIN,Converse,NEU,107,casual,0
SOC,Adidas,COL,181,formal,1
VIN,Nike,WHT,880,formal,0
VIN,Adidas,BLK,179,casual,0
SOC,Adidas,NEU,283,formal,0
CAS,Vans,COL,859,casual,1
CAS,Converse,NEU,397,sport,1
FAS,Adidas,NEU,203,casual,0
VIN,Nike,BLK,434,formal,0
VIN,Adidas,WHT,423,sport,0
ESP,Adidas,BLK,491,casual,0
CAS,Adidas,COL,159,sport,1
CAS,Adidas,NEU,691,casual,0
SOC,New Balance,WHT,716,casual,1
ESP,Converse,NEU,352,formal,0
VIN,Vans,NEU,492,sport,0
SOC,New Balance,NEU,297,formal,1
FAS,Nike,BLK,738,formal,0
VIN,Nike,NEU,704,casual,1
FAS,New Balance,WHT,168,sport,0
CAS,Converse,BLK,483,casual,1
FAS,New Balance,BLK,449,sport,0
FAS,Vans,BLK,486,sport,1
FAS,Converse,NEU,837,sport,0
FAS,Converse,COL,516,casual,1
SOC,Converse,BLK,228,sport,0
ESP,Converse,NEU,378,sport,1
ESP,Vans,BLK,228,casual,0
ESP,Vans,WHT,836,casual,0
ESP,Nike,BLK,700,formal,1
SOC,Vans,BLK,369,sport,0
CAS,New Balance,COL,940,sport,0
VIN,Vans,COL,266,sport,1
CAS,Converse,WHT,980,sport,0
SOC,Adidas,BLK,573,sport,0
CAS,Adidas,COL,840,formal,1
VIN,Nike,BLK,431,sport,1
FAS,Converse,COL,280,formal,1
SOC,Vans,NEU,181,sport,0
VIN,Adidas,WHT,582,formal,0
FAS,Converse,COL,676,formal,1
CAS,Adidas,BLK,404,sport,0
SOC,Adidas,NEU,924,casual,0
ESP,Converse,COL,205,formal,0
VIN,Nike,BLK,496,casual,0
ESP,New Balance,WHT,545,casual,1
FAS,New Balance,NEU,853,sport,1
FAS,Converse,COL,130,sport,0
ESP,New Balance,NEU,891,casual,1
ESP,New Balance,NEU,187,formal,1
VIN,New Balance,COL,455,sport,1
ESP,Converse,NEU,747,sport,1
ESP,Adidas,COL,576,formal,1
CAS,Converse,BLK,590,formal,0
VIN,Adidas,NEU,173,formal,0
SOC,Converse,COL,242,formal,0
FAS,Adidas,NEU,441,sport,0
CAS,Vans,WHT,777,casual,1
SOC,New Balance,WHT,653,sport,1
CAS,Nike,COL,978,sport,0
VIN,Adidas,BLK,198,sport,0
VIN,Vans,BLK,749,sport,0
VIN,Vans,NEU,664,sport,0
FAS,Nike,WHT,707,formal,0
FAS,New Balance,NEU,535,sport,1
ESP,Adidas,NEU,634,casual,1
VIN,Vans,COL,312,casual,0
FAS,Vans,BLK,435,formal,0
CAS,Converse,WHT,698,casual,1
CAS,Vans,WHT,728,casual,1
VIN,Nike,COL,892,casual,0
FAS,Adidas,COL,870,casual,1
SOC,New Balance,NEU,504,casual,0
VIN,Adidas,NEU,701,formal,0
SOC,Adidas,COL,910,formal,0
SOC,Vans,WHT,877,casual,0
ESP,New Balance,BLK,924,formal,1
VIN,Vans,BLK,767,sport,1
SOC,Adidas,COL,492,formal,0
FAS,Converse,BLK,204,formal,0
ESP,Vans,NEU,969,formal,0
ESP,Converse,COL,368,casual,1
FAS,Vans,WHT,337,sport,0
SOC,Converse,NEU,574,sport,0
SOC,Adidas,NEU,477,sport,0
FAS,Adidas,BLK,945,sport,1
FAS,Nike,BLK,212,formal,1
ESP,Converse,COL,611,sport,0
SOC,Vans,NEU,165,formal,0
FAS,Adidas,NEU,613,formal,0
VIN,Converse,NEU,181,formal,0
FAS,Adidas,WHT,697,formal,0
ESP,Adidas,NEU,186,formal,1
CAS,Nike,BLK,262,casual,1
VIN,Vans,WHT,763,sport,0
VIN,New Balance,NEU,967,sport,0
CAS,Nike,BLK,736,sport,0
FAS,Converse,NEU,433,formal,0
ESP,New Balance,WHT,976,casual,0
CAS,Converse,NEU,457,sport,1
CAS,Vans,COL,536,casual,0
ESP,Vans,WHT,571,formal,1
VIN,Converse,NEU,772,formal,1
FAS,Vans,COL,369,formal,0
CAS,Nike,WHT,701,formal,1
FAS,Converse,BLK,903,formal,0
ESP,Converse,NEU,935,casual,1
ESP,Vans,WHT,875,sport,0
SOC,Vans,NEU,801,casual,0
CAS,Adidas,WHT,362,casual,1
CAS,Nike,WHT,668,formal,0
ESP,Vans,BLK,773,formal,1
VIN,Converse,NEU,200,formal,0
VIN,Nike,COL,678,casual,1
SOC,Adidas,BLK,114,sport,1
ESP,Vans,NEU,622,formal,1
VIN,Nike,BLK,447,casual,0
ESP,Vans,COL,899,formal,1
VIN,Converse,WHT,774,casual,1
SOC,New Balance,WHT,404,casual,0
ESP,Adidas,BLK,446,casual,1
CAS,Adidas,WHT,823,casual,0
FAS,New Balance,BLK,860,sport,1
CAS,Converse,BLK,783,formal,0
ESP,Nike,NEU,962,formal,1
SOC,Converse,WHT,145,formal,0
VIN,New Balance,BLK,825,sport,0
ESP,New Balance,NEU,911,casual,0
SOC,Converse,COL,169,casual,1
ESP,Adidas,NEU,226,formal,1
VIN,Nike,BLK,672,formal,1
SOC,Adidas,BLK,296,casual,1
CAS,Nike,COL,167,casual,1
CAS,Nike,WHT,513,formal,1
FAS,Adidas,WHT,724,formal,0
VIN,New Balance,COL,478,sport,0
SOC,Adidas,COL,296,formal,0
SOC,Vans,NEU,318,casual,0
SOC,Vans,WHT,589,casual,0
ESP,Adidas,COL,273,sport,0
VIN,New Balance,BLK,997,casual,1
VIN,Converse,WHT,859,formal,1
CAS,Adidas,NEU,297,sport,1
VIN,Adidas,COL,767,sport,1
SOC,Vans,COL,721,sport,1
FAS,Adidas,NEU,896,casual,1
CAS,Vans,BLK,145,casual,0
FAS,Adidas,BLK,232,casual,0
SOC,Nike,BLK,810,formal,0
SOC,Nike,COL,164,casual,1
SOC,New Balance,COL,384,casual,1
VIN,Vans,COL,352,formal,1
SOC,Vans,BLK,815,sport,1
FAS,Vans,BLK,646,casual,1
VIN,Adidas,NEU,820,sport,1
ESP,Nike,COL,390,casual,0
ESP,New Balance,WHT,398,casual,0
VIN,Vans,BLK,404,formal,0
SOC,Adidas,WHT,138,sport,0
VIN,New Balance,NEU,824,casual,1
ESP,Converse,NEU,404,formal,0
CAS,Nike,WHT,180,formal,1
FAS,New Balance,WHT,402,sport,1
CAS,Nike,BLK,898,formal,1
FAS,New Balance,BLK,252,formal,1
CAS,Converse,NEU,858,formal,0
FAS,Adidas,WHT,733,formal,1
SOC,Adidas,COL,415,sport,1
CAS,Adidas,COL,305,formal,1
SOC,Converse,COL,661,sport,0
ESP,Vans,BLK,769,casual,0
ESP,Nike,BLK,481,sport,1
ESP,Converse,BLK,696,sport,1
VIN,Adidas,WHT,529,sport,1
ESP,Nike,NEU,535,formal,1
ESP,Vans,NEU,181,sport,1
VIN,Nike,NEU,670,formal,0
FAS,Vans,NEU,700,casual,0
CAS,Nike,NEU,651,casual,0
CAS,Vans,NEU,676,formal,1
CAS,Adidas,COL,175,casual,0
ESP,New Balance,WHT,356,formal,0
VIN,Nike,COL,843,casual,0
FAS,Adidas,COL,496,formal,1
VIN,Vans,WHT,980,sport,0
CAS,Converse,COL,154,formal,0
ESP,New Balance,NEU,292,sport,1
SOC,Nike,NEU,332,sport,1
CAS,Converse,NEU,204,formal,1
VIN,Vans,BLK,404,formal,0
VIN,Nike,NEU,875,casual,1
FAS,New Balance,COL,546,sport,1
VIN,Converse,COL,587,sport,1
SOC,Converse,BLK,751,formal,1
ESP,New Balance,BLK,494,formal,1
FAS,Converse,NEU,731,casual,1
SOC,Nike,BLK,167,casual,0
CAS,New Balance,WHT,430,formal,1
VIN,Adidas,NEU,325,sport,1
CAS,New Balance,BLK,269,sport,1
VIN,Converse,BLK,728,sport,1
VIN,Nike,BLK,766,formal,1
FAS,Nike,WHT,235,casual,1
